"DIC 1999",31266150,28727838,17613538,10681765,432535,858082,1680230
"ENE 2000",31054971,28605115,17362824,10803610,438681,773541,1676315
"FEB 2000",31147596,28771487,17533833,10796674,440980,694455,1681654
"MAR 2000",31052241,28758844,17696415,10625197,437232,609914,1683483
"ABR 2000",32766703,30398001,17749335,12168619,480047,686994,1681708
"MAY 2000",32172634,29798395,17729456,11616952,451987,766643,1607596
"JUN 2000",31041314,28582345,16509672,11583443,489230,843723,1615246
"JUL 2000",31365159,28875820,16462113,11952730,460977,880120,1609219
"AGO 2000",30519708,27992393,15994019,11557206,441168,916517,1610798
"SEP 2000",30434178,27870009,15792902,11636931,440176,951740,1612429
"OCT 2000",30436543,27865170,15905063,11523891,436216,957731,1613642
"NOV 2000",30447158,27851812,15726447,11647155,478210,963529,1631817
"DIC 2000",31393035,28811973,16145126,12211894,454953,969520,1611542
"ENE 2001",31283523,28574561,15960670,12133649,480242,1096714,1612248
"FEB 2001",31444497,28617495,16237216,11896326,483953,1211599,1615403
"MAR 2001",31979086,29023239,16547059,12000791,475389,1338793,1617054
"ABR 2001",32176820,29214432,16560055,12154219,500158,1346842,1615546
"MAY 2001",31534027,28555064,16238002,11848871,468191,1355159,1623804
"JUN 2001",32654516,29679356,17050700,12091783,536873,1363208,1611952
"JUL 2001",32811775,29939252,17145187,12313725,480340,1344517,1528006
"AGO 2001",31071414,28216676,16586457,11151526,478693,1325825,1528913
"SEP 2001",31162315,28326565,16619715,11251955,454895,1307737,1528013
"OCT 2001",31493073,28683545,16902166,11318285,463094,1280814,1528714
"NOV 2001",31493516,28708054,16955592,11244629,507833,1254759,1530703
"DIC 2001",33115158,31268510,18350792,12438521,479197,1227836,618812
"ENE 2002",33448488,31547249,18648230,12396553,502466,1287392,613847
"FEB 2002",33833579,31716468,18933183,12281931,501354,1341184,775927
"MAR 2002",33756465,31502948,18644960,12351775,506213,1400740,852777
"ABR 2002",33975064,31552345,18725905,12333049,493391,1494061,928658
"MAY 2002",34126167,31559214,18697377,12359098,502739,1590494,976459
"JUN 2002",35386063,32666640,19370594,12748828,547218,1683815,1035608
"JUL 2002",34738819,32026334,18868978,12627855,529501,1679937,1032548
"AGO 2002",32346681,29645925,17777384,11366946,501595,1676060,1024696
"SEP 2002",32163050,29478277,17589754,11391687,496836,1672307,1012466
"OCT 2002",31481152,28948526,17327174,11134824,486528,1532007,1000619
"NOV 2002",30693489,28302370,17378753,10420755,502862,1396232,994887
"DIC 2002",33102022,30909611,18801671,11588683,519257,1255932,936479
"ENE 2003",32980119,30700604,18559873,11600573,540158,1356977,922538
"FEB 2003",32720436,30352222,18452543,11376038,523641,1448243,919971
"MAR 2003",33307226,30844013,18407506,11899846,536661,1549287,913926
"ABR 2003",33783462,31231251,18593811,12097143,540297,1647923,904288
"MAY 2003",33105056,30455210,18350517,11582600,522093,1749848,899998
"JUN 2003",34537069,31765357,19349696,11835501,580160,1848484,923228
"JUL 2003",35019090,32306185,19592290,12156333,557562,1824325,888580
"AGO 2003",34109303,31425411,19299580,11578268,547563,1800165,883727
"SEP 2003",33660479,31014510,18839341,11630289,544880,1776785,869184
"OCT 2003",33612569,30811218,18843294,11422292,545632,1934685,866666
"NOV 2003",32978817,30064872,18689666,10823000,552206,2087491,826454
"DIC 2003",35584831,32472257,19870810,12052323,549124,2245390,867184
"ENE 2004",36446946,33514478,20724664,12223627,566187,2088967,843501
"FEB 2004",35737773,32950644,20561826,11824504,564314,1942635,844494
"MAR 2004",35549537,32931062,20529060,11851774,550228,1786212,832263
"ABR 2004",37522909,34406949,21651757,12171694,583498,1950023,1165937
"MAY 2004",37563026,34277340,21519906,12213514,543920,2119294,1166392
"JUN 2004",38766654,35303662,22094229,12622261,587172,2283105,1179887
"JUL 2004",38983114,35440718,22276711,12586432,577575,2396094,1146302
"AGO 2004",38026059,34381528,21869141,11956136,556251,2509082,1135449
"SEP 2004",37766244,34030435,21797646,11690994,541795,2618426,1117383
"OCT 2004",37811875,34051182,21481656,12015296,554230,2644354,1116339
"NOV 2004",37528462,33739193,21231192,11926860,581141,2669445,1119824
"DIC 2004",37638842,33858048,20695526,12610641,551881,2695373,1085421
"ENE 2005",38097143,34064205,20837055,12668832,558318,2356414,1676524
"FEB 2005",38364971,34642075,21140464,12953614,547997,2050258,1672638
"MAR 2005",39470662,36091750,22772485,12756517,562748,1711299,1667613
"ABR 2005",38101752,34532587,21342379,12653793,536415,1848750,1720415
"MAY 2005",37468392,34215747,21177074,12475651,563022,1982559,1270086
"JUN 2005",39167961,35655346,22466452,12603978,584916,2239347,1273268
"JUL 2005",40342563,36986088,23115082,13337075,533931,2068447,1288028
"AGO 2005",38992229,35603248,22719388,12335295,548565,2103475,1285506
"SEP 2005",39404953,35977961,23174763,12239142,564056,2152197,1274795
"OCT 2005",40053037,36695976,23594413,12526932,574631,2084334,1272727
"NOV 2005",39163509,35850568,22870800,12375551,604217,2043918,1269023
"DIC 2005",40945702,37165673,23136152,13484852,544669,2454065,1325964
"ENE 2006",40652050,37294360,23656297,13107958,530105,2027778,1329912
"FEB 2006",40713061,37289154,23750921,13000573,537660,2095414,1328493
"MAR 2006",40448654,37010429,23270053,13207327,533049,2161930,1276295
"ABR 2006",41004792,37632232,23553995,13536780,541457,2069822,1302738
"MAY 2006",40083457,36669444,22587547,13516928,564969,2291626,1122387
"JUN 2006",40402452,37035631,23103880,13305550,626201,2205762,1161059
"JUL 2006",41228150,38052887,23590341,13928372,534174,2046591,1128672
"AGO 2006",38528767,35439379,22133517,12767985,537877,1957633,1131755
"SEP 2006",38901591,36162125,22940012,12690572,531541,1599310,1140156
"OCT 2006",38331296,35498464,22145202,12810491,542771,1683902,1148930
"NOV 2006",38820957,35665313,22446924,12627126,591263,2005503,1150141
"DIC 2006",41277916,37981442,23696464,13737501,547477,2068831,1227643
"ENE 2007",40231170,37165014,23521465,13122796,520753,1837676,1228480
"FEB 2007",40894959,37869470,24027026,13302697,539747,1793317,1232172
"MAR 2007",40989914,37937699,24115960,13274026,547713,1798380,1253835
"ABR 2007",41595288,38466439,24536423,13335900,594116,1856890,1271959
"MAY 2007",42054130,38615400,24453528,13601775,560097,2143476,1295254
"JUN 2007",42612945,39193247,24316233,14214475,662539,2181898,1237800
"JUL 2007",41529614,37918173,23307246,14039304,571623,2406034,1205407
"AGO 2007",40562878,37094479,22962305,13590462,541712,2260504,1207895
"SEP 2007",41021926,37524630,23436001,13527182,561447,2282493,1214803
"OCT 2007",40733359,37528889,23376273,13569148,583468,1971569,1232901
"NOV 2007",40880284,37689034,23563899,13502089,623046,1977364,1213886
"DIC 2007",42840792,38755249,23825064,14322895,607290,2999517,1086026
"ENE 2008",41507909,38155645,23821008,13767457,567180,2313733,1038531
"FEB 2008",42874372,39480071,24539673,14367679,572719,2357889,1036412
"MAR 2008",43620444,39812802,24452731,14756115,603956,2747626,1060016
"ABR 2008",44635467,40683845,24884328,15201541,597976,2863106,1088516
"MAY 2008",45721859,41528424,25627624,15302359,598441,3092051,1101384
"JUN 2008",47315411,42887188,26465345,15739631,682212,3316562,1111661
"JUL 2008",45466445,41456920,26210631,14610235,636054,2869668,1139857
"AGO 2008",45028078,41003456,25769553,14599294,634609,2887812,1136810
"SEP 2008",46218143,41936729,26106007,15194808,635914,3142183,1139231
"OCT 2008",46401006,42241670,26205646,15385114,650910,3019125,1140211
"NOV 2008",47398112,43039365,27141142,15142229,755994,3192176,1166571
"DIC 2008",52918964,47688165,28751073,18145297,791795,3898877,1331922
"ENE 2009",52747305,47738114,28613841,18360521,763752,3620918,1388273
"FEB 2009",53153863,48448582,29218671,18435777,794134,3260256,1445025
"MAR 2009",54233368,49602956,30292229,18520572,790155,3240916,1389496
"ABR 2009",55405499,50357479,30733641,18805440,818398,3414587,1633433
"MAY 2009",57168050,51944661,31708890,19404967,830804,3585116,1638273
"JUN 2009",60961853,57582411,35782743,20835279,964389,1723227,1656215
"JUL 2009",61298967,58100314,36352185,20706500,1041629,1553424,1645229
"AGO 2009",61368945,58077029,36504842,20538179,1034008,1645795,1646121
"SEP 2009",61620162,58453096,36510964,20877598,1064534,1524439,1642627
"OCT 2009",62376446,59342697,36823018,21397194,1122485,1417541,1616208
"NOV 2009",62761244,59807323,37394550,21206596,1206177,1329712,1624209
"DIC 2009",64661822,61227692,38475329,21554380,1197983,1759883,1674247
"ENE 2010",67256968,63879186,39964192,22697496,1217498,1697775,1680007
"FEB 2010",68818672,65390965,40946801,23188002,1256162,1741268,1686439
"MAR 2010",68680830,65057120,41024270,22790735,1242115,1870638,1753072
"ABR 2010",70435464,66344230,41260550,23810567,1273113,1859322,2231912
"MAY 2010",71833663,68088167,41677136,25089399,1321632,1527129,2218367
"JUN 2010",75301672,71321963,43648779,26177016,1496168,1760009,2219700
"JUL 2010",76289027,72131361,44272365,26426561,1432435,1935299,2222367
"AGO 2010",76100340,72017141,44479333,26084911,1452897,1875333,2207866
"SEP 2010",77285775,73131715,45674772,26008198,1448745,1959877,2194183
"OCT 2010",78955941,74793713,46436346,26846324,1511043,1892975,2269253
"NOV 2010",77390326,73158963,44928988,26633468,1596507,1953323,2278040

