1990M01      1990M02     1990M03     1990M04     1990M05     1990M06     1990M07     1990M08     1990M09     1990M10     1990M11     1990M12     1991M01     1991M02     1991M03     1991M04     1991M05     1991M06     1991M07     1991M08     1991M09     1991M10     1991M11     1991M12     1992M01     1992M02     1992M03     1992M04     1992M05     1992M06     1992M07     1992M08     1992M09     1992M10     1992M11     1992M12     1993M01     1993M02     1993M03     1993M04     1993M05     1993M06     1993M07     1993M08     1993M09     1993M10     1993M11     1993M12     1994M01     1994M02     1994M03     1994M04     1994M05     1994M06     1994M07     1994M08     1994M09     1994M10     1994M11     1994M12     1995M01     1995M02     1995M03     1995M04     1995M05     1995M06     1995M07     1995M08     1995M09     1995M10     1995M11     1995M12     1996M01     1996M02     1996M03     1996M04     1996M05     1996M06     1996M07     1996M08     1996M09     1996M10     1996M11     1996M12     1997M01     1997M02     1997M03     1997M04     1997M05     1997M06     1997M07     1997M08     1997M09     1997M10     1997M11     1997M12     1998M01     1998M02     1998M03     1998M04     1998M05     1998M06     1998M07     1998M08     1998M09     1998M10     1998M11     1998M12     1999M01     1999M02     1999M03     1999M04     1999M05     1999M06     1999M07     1999M08     1999M09     1999M10     1999M11     1999M12     2000M01     2000M02     2000M03     2000M04     2000M05     2000M06     2000M07     2000M08     2000M09     2000M10     2000M11     2000M12     2001M01     2001M02     2001M03     2001M04     2001M05     2001M06     2001M07     2001M08     2001M09     2001M10     2001M11     2001M12     2002M01     2002M02     2002M03     2002M04     2002M05     2002M06     2002M07     2002M08     2002M09     2002M10     2002M11     2002M12     2003M01     2003M02     2003M03     2003M04     2003M05     2003M06     2003M07     2003M08     2003M09     2003M10     2003M11     2003M12     2004M01     2004M02     2004M03     2004M04     2004M05     2004M06     2004M07     2004M08     2004M09     2004M10     2004M11     2004M12     2005M01     2005M02     2005M03     2005M04     2005M05     2005M06     2005M07     2005M08     2005M09     2005M10     2005M11     2005M12     2006M01     2006M02     2006M03     2006M04     2006M05     2006M06     2006M07     2006M08     2006M09     2006M10     2006M11     2006M12     2007M01     2007M02     2007M03     2007M04     2007M05     2007M06     2007M07     2007M08     2007M09     2007M10     2007M11     2007M12     2008M01     2008M02     2008M03     2008M04     2008M05     2008M06     2008M07     2008M08     2008M09     2008M10     2008M11     2008M12     2009M01     2009M02     2009M03     2009M04     2009M05     2009M06     2009M07     2009M08     2009M09     2009M10     2009M11     2009M12     2010M01     2010M02     2010M03     2010M04     2010M05
81775   111560  632208  436754  531173  311382  76776   16439   29122   24596   150253  38639   158446  149476  121777  837190  937971  609679  330954  56096   260381  473389  206688  279266  349189  490984  651074  818386  2439201     190708  137809  15460   75388   130993  463626  483725  138972  87925   289522  141136  296651  487740  79423   49174   65373   74686   162246  139804  5002541     29179   66598   117825  167588  443835  85153   20003   13136   84578   90446   133787  171703  54501   96413   224733  289353  168948  81340   20623   128999  144886  34698   26709   30418   18291   37181   50444   549171  56709   28828   7049    36166   126845  208877  402893  90046   639657  219367  186300  96797   121447  99849   5222    19375   238946  29932   43162   131337  36716   142817  291129  254975  158032  50151   27472   49343   71914   21619   28031   43753   86184   147317  34402   656574  88090   42906   4096    17051   211664  69374   76093   17937   1416255     63975   175268  163645  64730   57327   12706   181158  948979  63533   411788  29935   249832  658013  95101   229756  362651  100383  8657    33966   44235   65582   38876   23776   60274   75040   134689  101415  4320818     21104   14080   37106   83641   45002   21590   24403   14575   96943   258605  61553   134061  57790   5592    17684   61854   30894   25089   26779   73374   52377   108253  333176  385083  59096   86191   2557568     722005  20477   47812   11484   31152   43252   39406   70736   83605   23698   6866    22759   197176  126439  102281  30416   33719   99595   46069   206460  92796   58381   24115   179152  40232   80448   36019   20289   38798   41825   159543  406389  111725  16643   23497   7523    263111  27788   65651   27831   163550  229657  77955   120494  503317  24637   7157    12761   60833   231322  49205   365205  59576   59629   30223   120504  175488  225003  17174   21550   97581   50547   68372   84330   18489   39677   36041   83035

